ID,Timestamp,Days,Hours,Minutes,RawData
C1,34801,0,9,40,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,35101,0,9,45,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,35401,0,9,50,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,35701,0,9,55,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,36001,0,10,0,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.00_A11#T3#S1_-0.01_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,36301,0,10,5,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,36601,0,10,10,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.00_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,36901,0,10,15,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,37201,0,10,20,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,37501,0,10,25,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,37801,0,10,30,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,38101,0,10,35,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,38401,0,10,40,###C1#T0#S2_4.10#T1#S3_23.8#T2#S1_-0.01_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,38701,0,10,45,###C1#T0#S2_4.10#T1#S3_23.8#T2#S1_-0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,39001,0,10,50,###C1#T0#S2_4.10#T1#S3_23.8#T2#S1_-0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
