ID,Timestamp,Days,Hours,Minutes,RawData
C1,5101,0,1,25,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_9.41_A11#T3#S1_2.69_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5161,0,1,26,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_10.18_A11#T3#S1_2.91_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5221,0,1,27,###C1#T0#S2_4.17#T1#S3_24.3#T2#S1_4.45_A11#T3#S1_1.23_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,5281,0,1,28,###C1#T0#S2_4.17#T1#S3_24.3#T2#S1_10.55_A11#T3#S1_3.03_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5341,0,1,29,###C1#T0#S2_4.17#T1#S3_24.5#T2#S1_10.11_A11#T3#S1_2.89_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5401,0,1,30,###C1#T0#S2_4.17#T1#S3_24.5#T2#S1_11.05_A11#T3#S1_3.17_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,5461,0,1,31,###C1#T0#S2_4.17#T1#S3_24.8#T2#S1_4.68_A11#T3#S1_1.27_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5521,0,1,32,###C1#T0#S2_4.17#T1#S3_25.0#T2#S1_3.22_A11#T3#S1_0.88_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5581,0,1,33,###C1#T0#S2_4.17#T1#S3_25.0#T2#S1_3.35_A11#T3#S1_0.90_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5641,0,1,34,###C1#T0#S2_4.17#T1#S3_25.3#T2#S1_10.53_A11#T3#S1_3.02_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5701,0,1,35,###C1#T0#S2_4.17#T1#S3_25.5#T2#S1_6.46_A11#T3#S1_1.77_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5761,0,1,36,###C1#T0#S2_4.17#T1#S3_25.5#T2#S1_9.19_A11#T3#S1_2.57_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5821,0,1,37,###C1#T0#S2_4.17#T1#S3_25.8#T2#S1_8.07_A11#T3#S1_2.31_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5881,0,1,38,###C1#T0#S2_4.17#T1#S3_25.8#T2#S1_6.85_A11#T3#S1_1.95_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,5941,0,1,39,###C1#T0#S2_4.17#T1#S3_26.0#T2#S1_5.30_A11#T3#S1_1.49_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6001,0,1,40,###C1#T0#S2_4.17#T1#S3_26.0#T2#S1_4.80_A11#T3#S1_1.37_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6061,0,1,41,###C1#T0#S2_4.17#T1#S3_26.0#T2#S1_5.65_A11#T3#S1_1.60_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6121,0,1,42,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_4.39_A11#T3#S1_1.23_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6181,0,1,43,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_5.14_A11#T3#S1_1.46_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6241,0,1,44,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_2.71_A11#T3#S1_0.75_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6301,0,1,45,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_2.32_A11#T3#S1_0.64_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6361,0,1,46,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_2.46_A11#T3#S1_0.68_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6421,0,1,47,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_5.62_A11#T3#S1_1.60_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6481,0,1,48,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_5.30_A11#T3#S1_1.49_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6541,0,1,49,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_5.89_A11#T3#S1_1.67_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6601,0,1,50,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_4.31_A11#T3#S1_1.21_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6661,0,1,51,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_5.23_A11#T3#S1_1.48_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6721,0,1,52,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_5.16_A11#T3#S1_1.46_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6781,0,1,53,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_6.27_A11#T3#S1_1.79_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6841,0,1,54,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_8.07_A11#T3#S1_2.31_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,6901,0,1,55,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_8.03_A11#T3#S1_2.29_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,6961,0,1,56,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_8.22_A11#T3#S1_2.34_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,7021,0,1,57,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_8.29_A11#T3#S1_2.36_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7081,0,1,58,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_9.37_A11#T3#S1_2.68_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7141,0,1,59,###C1#T0#S2_4.17#T1#S3_26.3#T2#S1_11.48_A11#T3#S1_3.31_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7201,0,2,0,###C1#T0#S2_4.17#T1#S3_26.5#T2#S1_12.85_A11#T3#S1_3.73_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,7261,0,2,1,###C1#T0#S2_4.17#T1#S3_26.5#T2#S1_12.18_A11#T3#S1_3.51_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7321,0,2,2,###C1#T0#S2_4.17#T1#S3_26.5#T2#S1_11.53_A11#T3#S1_3.31_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,7381,0,2,3,###C1#T0#S2_4.17#T1#S3_26.8#T2#S1_11.83_A11#T3#S1_3.40_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7441,0,2,4,###C1#T0#S2_4.17#T1#S3_26.8#T2#S1_13.17_A11#T3#S1_3.80_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,7501,0,2,5,###C1#T0#S2_4.17#T1#S3_27.0#T2#S1_13.99_A11#T3#S1_4.04_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7561,0,2,6,###C1#T0#S2_4.17#T1#S3_27.0#T2#S1_13.01_A11#T3#S1_3.74_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7621,0,2,7,###C1#T0#S2_4.17#T1#S3_27.3#T2#S1_12.53_A11#T3#S1_3.61_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7681,0,2,8,###C1#T0#S2_4.17#T1#S3_27.3#T2#S1_11.05_A11#T3#S1_3.17_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7741,0,2,9,###C1#T0#S2_4.17#T1#S3_27.5#T2#S1_12.38_A11#T3#S1_3.57_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,7801,0,2,10,###C1#T0#S2_4.17#T1#S3_27.8#T2#S1_11.24_A11#T3#S1_3.23_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7861,0,2,11,###C1#T0#S2_4.17#T1#S3_27.8#T2#S1_12.56_A11#T3#S1_3.63_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,7921,0,2,12,###C1#T0#S2_4.17#T1#S3_28.0#T2#S1_13.31_A11#T3#S1_3.85_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
